tick,bonds.long.interest,bonds.long.minimum,bonds.long.term,bonds.mid.interest,bonds.mid.minimum,bonds.mid.term,bonds.short.interest,bonds.short.minimum,bonds.short.term,cds.long.interest,cds.long.minimum,cds.long.term,cds.mid.interest,cds.mid.minimum,cds.mid.term,cds.short.interest,cds.short.minimum,cds.short.term,crop.adjusted,crop.value,fund.adjusted,fund.value,gold.adjusted,gold.value,savings.rate,stocks.1595.adjusted,stocks.1595.value,stocks.1667.adjusted,stocks.1667.value,stocks.1671.adjusted,stocks.1671.value,stocks.1673.adjusted,stocks.1673.value,stocks.1675.adjusted,stocks.1675.value,stocks.1677.adjusted,stocks.1677.value,stocks.1679.adjusted,stocks.1679.value,stocks.1681.adjusted,stocks.1681.value,stocks.1683.adjusted,stocks.1683.value,stocks.1685.adjusted,stocks.1685.value,stocks.1687.adjusted,stocks.1687.value,stocks.1689.adjusted,stocks.1689.value,stocks.1691.adjusted,stocks.1691.value,stocks.1693.adjusted,stocks.1693.value,stocks.1695.adjusted,stocks.1695.value,stocks.1699.adjusted,stocks.1699.value,stocks.1701.adjusted,stocks.1701.value,stocks.1703.adjusted,stocks.1703.value,stocks.1705.adjusted,stocks.1705.value,stocks.232.adjusted,stocks.232.value,stocks.280.adjusted,stocks.280.value,stocks.282.adjusted,stocks.282.value,stocks.283.adjusted,stocks.283.value,stocks.284.adjusted,stocks.284.value,stocks.287.adjusted,stocks.287.value,stocks.288.adjusted,stocks.288.value,stocks.289.adjusted,stocks.289.value,stocks.290.adjusted,stocks.290.value,stocks.291.adjusted,stocks.291.value,stocks.292.adjusted,stocks.292.value,stocks.297.adjusted,stocks.297.value,stocks.298.adjusted,stocks.298.value,stocks.300.adjusted,stocks.300.value,stocks.301.adjusted,stocks.301.value,stocks.302.adjusted,stocks.302.value,stocks.303.adjusted,stocks.303.value,stocks.304.adjusted,stocks.304.value,stocks.305.adjusted,stocks.305.value,stocks.306.adjusted,stocks.306.value,stocks.307.adjusted,stocks.307.value,stocks.45.adjusted,stocks.45.value
184,11.27,1000,120,10.81,500,60,8.89,250,12,10.92,1000,36,9.92,500,12,7.92,250,3,13.95,5.95,2561.62,1092.8,741.9,316.5,5.4229,47.1,20.09,,,,,11.94,5.09,7.91,3.38,6.14,2.62,6.42,2.74,10.55,4.5,,,10.94,4.67,,,3.35,1.43,,,13.35,5.69,32.52,13.88,21.73,9.27,33.84,14.44,110.95,47.33,19.34,8.25,,,,,,,,,33.59,14.33,11.65,4.97,,,0,0,51.68,22.05,,,15.8,6.74,,,81.46,34.75,,,50.69,21.63,28.93,12.34,0,0,,,3.75,1.6,29.04,12.39,20.97,8.94,22.56,9.63
185,10.28,1000,120,9.68,500,60,7.98,250,12,10.44,1000,36,9.44,500,12,7.44,250,3,13.27,5.67,2709.68,1159.2,739.58,316.39,4.389,50.3,21.52,,,,,14.32,6.13,9.06,3.88,6.57,2.81,7.24,3.1,10.39,4.44,,,13.64,5.83,,,3.51,1.5,,,14.38,6.15,31.12,13.31,22.91,9.8,36.67,15.69,106.54,45.58,18.99,8.13,,,,,,,,,33.49,14.33,12.02,5.14,,,0,0,55.42,23.71,,,16.56,7.08,,,90,38.5,,,53.18,22.75,27.03,11.56,0,0,,,3.71,1.59,29.25,12.51,22.16,9.48,21.91,9.38
186,10.19,1000,120,9.58,500,60,7.72,250,12,10.64,1000,36,9.64,500,12,7.64,250,3,12.77,5.47,2749.54,1178.44,741.07,317.62,4.8636,53.92,23.11,,,,,14.8,6.34,9.33,4,7.31,3.13,7.64,3.27,11.15,4.78,,,12.44,5.33,,,3.72,1.6,,,15.39,6.6,30.48,13.06,24.18,10.36,37.62,16.13,115.34,49.44,18.08,7.75,,,,,,,,,35.46,15.2,12.65,5.42,,,0,0,57.85,24.8,,,16.09,6.9,,,98.58,42.25,,,54.83,23.5,27.34,11.72,0,0,,,4.01,1.72,28.19,12.08,23.2,9.94,22.75,9.75
187,10.51,1000,120,9.95,500,60,8.12,250,12,10.81,1000,36,9.81,500,12,7.81,250,3,12.23,5.25,2737.81,1175.59,768.46,329.97,5.278,55.1,23.66,,,,,13.75,5.91,11.06,4.75,6.62,2.84,6.8,2.92,12.29,5.28,,,11.64,5,,,3.69,1.59,,,14.2,6.1,34.93,15,25.89,11.12,36.83,15.81,117.58,50.49,19.5,8.38,,,,,,,,,32.99,14.16,12.01,5.16,15.32,6.58,0,0,55.81,23.97,,,17.94,7.7,,,105.96,45.5,,,53.86,23.13,26.93,11.56,0,0,,,4.28,1.84,29.5,12.67,25.23,10.83,23.36,10.03
188,10.28,1000,120,9.74,500,60,8.03,250,12,10.93,1000,36,9.93,500,12,7.93,250,3,11.91,5.12,2688.74,1156.66,750.3,322.77,4.4165,52.83,22.73,,,,,13.58,5.84,10.17,4.38,6.59,2.83,6.78,2.92,12.53,5.39,,,10.85,4.67,,,3.82,1.64,,,14.46,6.22,31.96,13.75,25.58,11,37.05,15.94,110.84,47.68,16.85,7.25,,,,,,,,,33.05,14.22,11.11,4.78,15.11,6.5,0,0,56.07,24.12,,,17.48,7.52,,,111.58,48,,,50.56,21.75,26.81,11.53,0,0,,,4.35,1.87,28.51,12.27,25.31,10.89,22.19,9.55
189,10.29,1000,120,9.69,500,60,7.94,250,12,10.88,1000,36,9.88,500,12,7.88,250,3,11.89,5.13,2614.67,1128.96,754.71,325.87,4.6052,50.98,22.01,,,,,12.01,5.19,9.99,4.31,6.48,2.8,7.36,3.18,11.07,4.78,,,10.68,4.61,,,3.67,1.59,,,13.9,6,30.11,13,23.74,10.25,34.74,15,116.93,50.49,15.05,6.5,,,,,,,,,31.8,13.73,10.17,4.39,15.05,6.5,0,0,51.42,22.2,,,18.2,7.86,,,110.59,47.75,,,48.06,20.75,26.63,11.5,0,0,,,4.05,1.75,26.48,11.43,23.35,10.08,22,9.5
190,9.98,1000,120,9.45,500,60,7.91,250,12,10.81,1000,36,9.81,500,12,7.81,250,3,12.18,5.28,2694.82,1168.93,749.71,325.2,5.3788,51.13,22.18,,,,,13.8,5.98,9.22,4,7.04,3.05,7.32,3.18,12.04,5.22,,,10.89,4.72,,,3.75,1.63,,,15.11,6.56,27.09,11.75,21.55,9.35,34.87,15.13,127.71,55.4,17,7.38,,,,,,,,,34.66,15.04,11.27,4.89,15.71,6.81,0,0,53.82,23.34,,,15.76,6.83,,,104.32,45.25,,,52.16,22.63,29.68,12.88,0,0,,,3.98,1.73,25.22,10.94,23.5,10.19,22.37,9.7
191,9.59,1000,120,9.07,500,60,7.85,250,12,10.8,1000,36,9.8,500,12,7.8,250,3,11.45,4.99,2827.62,1232.16,738.05,321.61,4.4745,60.47,26.35,,,,,14.63,6.38,9.32,4.06,7.59,3.31,7.07,3.08,13.9,6.06,,,10.96,4.78,,,4.05,1.76,,,16,6.97,31.7,13.81,24.91,10.85,35.57,15.5,134.37,58.55,19.79,8.63,,,,,,,,,33.88,14.76,12.05,5.25,15.49,6.75,0,0,61.55,26.82,,,15.04,6.56,,,110.15,48,,,51.92,22.63,30.12,13.13,0,0,,,4.27,1.86,27.23,11.87,24.86,10.83,24.31,10.59
192,9,1000,120,8.49,500,60,7.6,250,12,10.82,1000,36,9.82,500,12,7.82,250,3,12.36,5.4,2939.66,1285.66,790.78,345.85,4.028,60.25,26.35,,,,,14.08,6.16,10.58,4.63,7.91,3.46,7.18,3.14,13.72,6,,,11.43,5,,,4.31,1.89,,,16.13,7.06,33.15,14.5,26.89,11.76,34.15,14.94,129.87,56.8,17.72,7.75,,,,,,,,,35.38,15.47,12.65,5.53,15.54,6.8,0,0,56.7,24.8,,,14.99,6.56,,,109.18,47.75,,,54.02,23.63,28.51,12.47,0,0,,,4.34,1.9,28.82,12.6,26.42,11.56,25.83,11.3
193,9.08,1000,120,8.53,500,60,7.57,250,12,10.69,1000,36,9.69,500,12,7.69,250,3,12.21,5.33,2958.1,1291.37,775.62,338.6,4.4663,62.75,27.39,,,,,15.18,6.63,11.17,4.88,8.67,3.78,7.14,3.12,16.8,7.33,,,10.94,4.78,,,4.33,1.89,,,15.91,6.94,32.21,14.06,27.11,11.83,29.92,13.06,126.09,55.05,20.04,8.75,,,,,,,,,37.69,16.45,11.99,5.23,14.6,6.38,0,0,62.74,27.39,,,13.24,5.78,,,111.67,48.75,,,57.27,25,26.77,11.69,0,0,,,3.97,1.73,28.38,12.39,24.31,10.61,25.41,11.09
194,8.13,1000,120,7.91,500,60,7.43,250,12,10.24,1000,36,9.24,500,12,7.24,250,3,12.19,5.29,3184.31,1382.52,796.1,345.64,4.9038,71.82,31.18,,,,,15.98,6.94,11.23,4.88,8.87,3.85,8.15,3.54,19.07,8.28,,,11.26,4.89,,,4.49,1.95,,,17.72,7.69,36.71,15.94,30.47,13.23,31.09,13.5,128.4,55.75,26.2,11.38,,,,,,,,,39.9,17.32,14.79,6.42,15.08,6.55,0,0,71.57,31.07,,,13.74,5.96,,,123.8,53.75,,,61.32,26.63,29.08,12.63,0,0,,,5.13,2.23,33.15,14.39,27.38,11.89,28.32,12.3
195,7.37,1000,120,7.18,500,60,6.7,250,12,9.6,1000,36,8.6,500,12,6.6,250,3,12.55,5.43,3321.41,1436.76,787.63,340.71,4.422,67.51,29.21,,,,,17.63,7.63,11.41,4.94,9.34,4.04,8.84,3.82,20.93,9.06,,,12.46,5.39,,,5.58,2.41,,,18.81,8.14,32.94,14.25,31.19,13.49,32.94,14.25,144.27,62.41,23.41,10.13,,,,,,,,,42.19,18.25,14.3,6.19,16.18,7,0,0,72.91,31.54,,,12.78,5.53,,,128.3,55.5,,,64.73,28,25.5,11.03,0,0,,,5.06,2.19,35.19,15.22,29.09,12.58,30.63,13.25
196,7.45,1000,120,7.2,500,60,6.55,250,12,9.65,1000,36,8.65,500,12,6.65,250,3,12.32,5.34,3302.27,1432.42,789.57,342.49,4.192,60.75,26.35,,,,,17.43,7.56,11.24,4.88,8.29,3.6,8.29,3.6,12.68,5.5,,,11.65,5.06,,,5.53,2.4,,,16.01,6.94,32.56,14.13,31.63,13.72,33.57,14.56,140.64,61.01,22.77,9.88,,,,,,,,,40.32,17.49,15.35,6.66,16.14,7,0,0,66.73,28.95,,,11.46,4.97,,,122.18,53,,,59.36,25.75,25.07,10.88,0,0,,,5.42,2.35,32.47,14.08,28.82,12.5,30.11,13.06
197,8.05,1000,120,7.82,500,60,6.88,250,12,9.73,1000,36,8.73,500,12,6.73,250,3,12.06,5.25,3450.24,1502.1,787.05,342.65,4.6784,62.04,27.01,,,,,22.18,9.66,11.2,4.88,8.85,3.85,9.11,3.96,12.63,5.5,,,12,5.22,,,5.97,2.6,,,16.94,7.38,30.58,13.31,32.72,14.25,32.88,14.31,154.62,67.32,22.68,9.88,,,,,,,,,42.67,18.58,15.76,6.86,17.01,7.41,0,0,71.02,30.92,,,12.2,5.31,,,126.91,55.25,,,60.01,26.13,26.49,11.53,0,0,,,5.74,2.5,34.4,14.98,29.73,12.94,30.33,13.2
198,7.37,1000,120,7.23,500,60,6.39,250,12,9.37,1000,36,8.37,500,12,6.37,250,3,11.46,4.99,3510.68,1529.81,800.17,348.68,3.5145,56.31,24.54,,,,,11.83,5.16,12.05,5.25,8.59,3.74,9.85,4.29,18.36,8,,,13.51,5.89,,,6.95,3.03,,,16.19,7.06,23.38,10.19,27.59,12.02,31.84,13.88,162.53,70.82,22.37,9.75,,,,,,,,,45.01,19.61,15.56,6.78,17.39,7.58,0,0,72.38,31.54,,,11.91,5.19,,,127.36,55.5,,,60.81,26.5,25.82,11.25,0,0,,,6.1,2.66,35.57,15.5,32.13,14,32.77,14.28
199,7.34,1000,120,7.02,500,60,6.15,250,12,8.92,1000,36,7.92,500,12,5.92,250,3,11.44,4.99,3279.83,1430.52,865.19,377.36,3.8745,53.87,23.5,,,,,11.54,5.03,11.18,4.88,8.69,3.79,10.3,4.49,15.16,6.61,,,13.12,5.72,,,6.48,2.83,,,15.6,6.81,17.91,7.81,25.92,11.31,31.38,13.69,191.32,83.45,23.21,10.13,,,,,,,,,48.21,21.03,13.61,5.94,17.34,7.56,0,0,76.6,33.41,,,9.12,3.98,,,118.65,51.75,,,68.21,29.75,23.93,10.44,0,0,,,5.79,2.52,36.11,15.75,30.12,13.14,31.81,13.88
200,6.95,1000,120,6.4,500,60,5.52,250,12,8.71,1000,36,7.71,500,12,5.71,250,3,10.97,4.8,3510.17,1536.57,955,418.05,3.312,57.19,25.03,,,,,14.21,6.22,11.14,4.88,10.19,4.46,10.27,4.49,13.96,6.11,,,12.18,5.33,,,6.2,2.71,,,15.71,6.88,21.84,9.56,28.58,12.51,32.12,14.06,187.42,82.04,30.27,13.25,,,,,,,,,49.28,21.57,14.56,6.38,19.7,8.63,0,0,82.6,36.16,,,10.72,4.69,,,95.37,41.75,,,70.25,30.75,27.7,12.13,0,0,,,5.93,2.59,38.65,16.92,30.9,13.53,32.12,14.06
201,7.41,1000,120,6.93,500,60,5.82,250,12,8.69,1000,36,7.69,500,12,5.69,250,3,11.13,4.88,3247.52,1424.18,964.85,423.13,3.3756,51.45,22.56,,,,,11.33,4.97,11.12,4.88,8.65,3.79,9.29,4.07,12.29,5.39,,,12.41,5.44,,,5.36,2.35,,,13.71,6.01,18.1,7.94,25.78,11.31,30.78,13.5,163.1,71.52,41.9,18.38,,,,,,,,,45.22,19.83,12.9,5.66,19.17,8.41,0,0,77.48,33.98,,,13.25,5.81,,,79.81,35,,,61.85,27.13,27.15,11.91,0,0,,,5.49,2.41,38.65,16.95,27.05,11.86,28.79,12.63
202,7.34,1000,120,6.76,500,60,5.73,250,12,8.76,1000,36,7.76,500,12,5.76,250,3,11.37,5,3379.52,1484.76,905.2,397.69,2.9223,54.73,24.04,,,56.33,24.75,13.16,5.78,11.1,4.88,9.49,4.17,10.33,4.54,13.02,5.72,,,12.27,5.39,,,5.54,2.43,10.46,4.59,13.97,6.14,16.08,7.06,25.05,11,30.44,13.38,167.59,73.63,33.57,14.75,,,,,,,,,47.24,20.76,12.52,5.5,19.28,8.47,0,0,83.12,36.52,,,14.57,6.4,,,82.51,36.25,,,67.15,29.5,27.31,12,0,0,,,5.19,2.28,40.26,17.69,26.87,11.81,31.3,13.75
203,7.18,1000,120,6.69,500,60,5.82,250,12,9.04,1000,36,8.04,500,12,6.04,250,3,11.42,5.04,3414.56,1505.59,886.3,390.8,3.5502,59.14,26.08,,,48.76,21.5,13.25,5.84,10.35,4.56,9.94,4.38,10.43,4.6,12.03,5.31,,,11.84,5.22,,,5.98,2.64,10.42,4.59,13.73,6.06,17.29,7.63,26.07,11.49,30.19,13.31,157.44,69.42,34.59,15.25,,,,,,,,,47.81,21.08,12.47,5.5,19.38,8.55,0,0,79.88,35.22,,,11.91,5.25,,,86.18,38,,,66.05,29.13,28.07,12.38,0,0,,,5.37,2.37,42.22,18.61,25.7,11.33,31.54,13.91
204,7.23,1000,120,6.81,500,60,5.95,250,12,8.87,1000,36,7.87,500,12,5.87,250,3,11.14,4.94,3305.31,1465.31,920.98,408.29,4.046,60.18,26.68,,,46.81,20.75,11.91,5.28,10.15,4.5,8.8,3.9,9.99,4.43,13.85,6.14,,,11.15,4.94,,,5.95,2.64,10.92,4.84,13.82,6.13,15.23,6.75,24.4,10.82,30.31,13.44,151.85,67.32,30.45,13.5,,,,,,,,,44.61,19.78,12.83,5.69,20.16,8.94,0,0,78.99,35.02,,,12.05,5.34,,,73.87,32.75,,,62.31,27.63,27.91,12.38,0,0,,,5.04,2.23,42.27,18.74,26.07,11.56,32.99,14.63
205,7.18,1000,120,6.71,500,60,5.93,250,12,9.1,1000,36,8.1,500,12,6.1,250,3,11.24,5,3710.11,1650.67,901.35,401.02,3.7952,67.86,30.19,,,53.66,23.88,12.92,5.75,9.27,4.13,8.89,3.96,11.18,4.97,14.24,6.33,,,12.11,5.39,,,6.91,3.07,12.68,5.64,14.86,6.61,19.25,8.56,30.33,13.49,33.01,14.69,176.52,78.54,27.25,12.13,,,,,,,,,50.08,22.28,13.2,5.88,23.04,10.25,0,0,89.31,39.74,,,12.78,5.69,,,77.54,34.5,,,70.24,31.25,31.4,13.97,0,0,,,5.65,2.52,50.77,22.59,25.1,11.17,36.52,16.25
206,7.19,1000,120,6.71,500,60,5.9,250,12,9.17,1000,36,8.17,500,12,6.17,250,3,10.82,4.83,3836.59,1713.05,916.54,409.24,3.835,72.29,32.28,,,59.49,26.56,14.84,6.63,9.66,4.31,9.1,4.06,11.77,5.26,16.18,7.22,,,12.07,5.39,,,7.74,3.46,13.74,6.14,16.36,7.31,24.36,10.88,33.43,14.92,34.71,15.5,175.89,78.54,30.79,13.75,,,,,,,,,46.12,20.59,14,6.25,21.84,9.75,0,0,97.94,43.73,,,13.29,5.93,,,78.39,35,,,65.79,29.38,30.79,13.75,0,0,,,5.81,2.59,49.56,22.13,26.94,12.03,35.55,15.88
207,7.59,1000,120,7.12,500,60,6.21,250,12,9.52,1000,36,8.52,500,12,6.52,250,3,11.14,5,3914.58,1755.66,979.46,439.28,3.7881,73.56,32.99,,,60.2,27,15.12,6.78,10.31,4.63,9.18,4.12,11.58,5.19,16.23,7.28,,,14.12,6.33,,,7.44,3.34,13.2,5.92,15.05,6.75,21.6,9.69,35.8,16.06,36.09,16.19,170.42,76.43,27.31,12.25,,,9.63,4.32,,,,,45.07,20.21,13.94,6.25,23.76,10.66,0,0,88.37,39.63,,,15.38,6.9,21.72,9.74,78.6,35.25,,,62.43,28,39.16,17.56,0,0,,,5.45,2.45,57.86,25.95,25.7,11.53,35.54,15.94
208,8.39,1000,120,7.98,500,60,6.78,250,12,9.99,1000,36,8.99,500,12,6.99,250,3,11.94,5.37,3824.24,1719.71,1022.82,459.95,4.0002,76.18,34.26,,,73.38,33,15.29,6.88,10.84,4.88,9.27,4.17,10.37,4.66,16.31,7.33,,,13.96,6.28,,,7.39,3.32,13.78,6.2,14.76,6.64,24.6,11.06,39.89,17.94,34.33,15.44,163.73,73.63,26.96,12.13,,,9.56,4.3,,,,,43.01,19.34,13.13,5.91,23.91,10.75,0,0,80.29,36.1,,,15.61,7.02,19.87,8.94,73.38,33,,,61.71,27.75,41.07,18.47,0,0,,,5.7,2.56,53.8,24.19,21.99,9.89,35.44,15.94
209,8.45,1000,120,8.08,500,60,6.88,250,12,9.94,1000,36,8.94,500,12,6.94,250,3,12.17,5.5,3827.05,1728.59,995.54,449.66,3.9904,74.5,33.65,,,74.72,33.75,17.99,8.13,10.52,4.75,10.12,4.57,12.52,5.66,15.22,6.88,,,13.53,6.11,,,7.53,3.4,12.56,5.67,14.7,6.64,24.08,10.88,38.13,17.22,34.45,15.56,164.56,74.33,22.69,10.25,,,9.73,4.4,,,,,42.7,19.29,13.01,5.88,24.22,10.94,0,0,74.42,33.62,,,16.65,7.52,20.76,9.38,68.08,30.75,,,59.5,26.88,40.89,18.47,0,0,,,5.88,2.66,50.76,22.93,22.26,10.06,35.67,16.11
210,8.36,1000,120,7.96,500,60,6.69,250,12,9.7,1000,36,8.7,500,12,6.7,250,3,11.84,5.36,3981.34,1803.03,996.18,451.14,3.4119,74.55,33.76,,,74.52,33.75,19.46,8.81,9.52,4.31,11.57,5.24,12.66,5.73,13.62,6.17,,,13.43,6.08,,,7.6,3.44,13.14,5.95,15.52,7.03,20.84,9.44,35.95,16.28,35.05,15.88,174.19,78.89,23.74,10.75,,,10.01,4.53,,,,,42.95,19.45,14.28,6.47,25.64,11.61,0,0,75.83,34.34,,,17.15,7.77,21.53,9.75,76.73,34.75,,,60.72,27.5,41.4,18.75,0,0,,,6.56,2.97,52.54,23.79,23,10.42,39.13,17.72
211,8.66,1000,120,8.21,500,60,6.89,250,12,9.75,1000,36,8.75,500,12,6.75,250,3,11.56,5.26,4152.68,1888.89,1012.75,460.66,4.134,70.97,32.28,,,83.13,37.81,20.89,9.5,9.21,4.19,11.99,5.45,12.97,5.9,13.74,6.25,,,14.66,6.67,,,7.83,3.56,14.24,6.48,15.24,6.93,19.37,8.81,38.36,17.45,33.53,15.25,191.16,86.95,27.48,12.5,,,10.83,4.93,,,,,42.04,19.12,13.53,6.16,25.66,11.67,0,0,83.94,38.18,,,21.11,9.6,20.61,9.38,73.1,33.25,,,60.46,27.5,40.6,18.47,0,0,,,6.01,2.73,52.31,23.79,25.4,11.56,40.47,18.41
212,9.05,1000,120,8.57,500,60,7.3,250,12,10.37,1000,36,9.37,500,12,7.37,250,3,11.05,5.04,4197.75,1916.07,1008.28,460.23,4.745,76.97,35.13,,,76.68,35,19.72,9,9.17,4.19,12.72,5.81,13.24,6.04,14.97,6.83,,,15.34,7,,,7.78,3.55,14.73,6.72,16.07,7.33,23.96,10.94,43.76,19.97,34.64,15.81,180.51,82.39,27.11,12.38,,,11.48,5.24,,,,,43.92,20.05,14.79,6.75,27.35,12.48,0,0,84.55,38.6,,,20.42,9.32,21.84,9.97,68.46,31.25,,,59.97,27.38,41.35,18.88,0,0,,,6.23,2.84,57.25,26.13,25.68,11.72,43.82,20
213,9.66,1000,120,9.22,500,60,7.94,250,12,11.02,1000,36,10.02,500,12,8.02,250,3,11.9,5.45,4227.46,1934.68,1017.58,465.69,4.4464,75.69,34.64,,,78.39,35.88,15.16,6.94,9.56,4.38,12.94,5.92,13.09,5.99,15.66,7.17,,,14.39,6.58,,,7.22,3.3,15.36,7.03,15.9,7.28,24.17,11.06,46.03,21.07,32.91,15.06,186.93,85.55,32.78,15,,,11.2,5.13,,,,,43.69,19.99,13.38,6.13,26.84,12.28,0,0,80.71,36.94,,,20.37,9.32,24.04,11,69.92,32,,,60.36,27.63,40.15,18.38,0,0,,,6.06,2.77,55.89,25.58,24.7,11.31,44.59,20.41
214,8.88,1000,120,8.37,500,60,6.75,250,12,10.24,1000,36,9.24,500,12,7.24,250,3,11.75,5.4,3241.85,1488.78,1019.1,468.01,4.05,53.08,24.37,,,53.89,24.75,11.7,5.38,7.62,3.5,9.84,4.52,10.85,4.98,11.98,5.5,,,11.79,5.42,,,6.35,2.92,13.29,6.11,13.19,6.06,13.61,6.25,31.19,14.32,30.08,13.81,142,65.21,14.15,6.5,,,8.8,4.04,,,,,45.43,20.87,9.93,4.56,23,10.56,0,0,51.06,23.45,,,14.34,6.59,21.37,9.81,53.35,24.5,,,59.34,27.25,30.62,14.06,0,0,,,4.27,1.96,39.73,18.24,18.39,8.44,33,15.16
215,9.01,1000,120,8.44,500,60,7.05,250,12,10.66,1000,36,9.66,500,12,7.66,250,3,13.33,6.13,2999.5,1379.87,1058.05,486.74,4.8645,50,23,,,53.39,24.56,9.92,4.56,7.88,3.63,9.15,4.21,9.94,4.57,10.69,4.92,,,11.41,5.25,,,5.4,2.48,11.46,5.27,11.5,5.29,10.19,4.69,27.36,12.59,30.02,13.81,135.66,62.41,13.59,6.25,,,7.61,3.5,,,,,40.97,18.85,9.51,4.38,20.24,9.31,0,0,46.46,21.37,,,15.8,7.27,18.54,8.53,46.19,21.25,,,55.16,25.38,28.94,13.31,0,0,,,4.11,1.89,39.93,18.37,16.79,7.72,32.61,15
216,8.83,1000,120,8.33,500,60,7.1,250,12,9.92,1000,36,8.92,500,12,6.92,250,3,13.28,6.13,3166.23,1461.61,1030.9,475.89,4.047,54.82,25.31,,,64.18,29.63,11.1,5.13,8.12,3.75,10.21,4.71,10.97,5.06,9.39,4.33,,,11.73,5.42,,,5.77,2.67,12.09,5.58,10.77,4.97,10.43,4.81,32.33,14.92,30.87,14.25,151.9,70.12,19.5,9,,,7.94,3.67,,,,,40.6,18.74,9.34,4.31,20.92,9.66,0,0,44.05,20.33,,,16.02,7.39,18.21,8.41,48.74,22.5,,,56.05,25.88,30.67,14.16,0,0,,,4.77,2.2,45.4,20.96,18.05,8.33,33.98,15.69
217,8.26,1000,120,7.78,500,60,6.68,250,12,9.6,1000,36,8.6,500,12,6.6,250,3,13.15,6.08,3277.38,1515.53,954.8,441.52,3.5404,52.24,24.15,,,63.79,29.5,11.62,5.38,7.84,3.63,9.59,4.43,11.25,5.2,8.92,4.13,,,12.43,5.75,,,5.89,2.72,13.14,6.07,12.43,5.75,10.54,4.88,27.87,12.89,31.63,14.63,169.84,78.54,18.38,8.5,,,8.18,3.78,,,,,46.18,21.36,11.35,5.25,22.71,10.5,0,0,51.6,23.86,,,16.46,7.61,20.95,9.69,48.66,22.5,,,64.34,29.75,30.01,13.88,0,0,,,4.31,1.99,42.25,19.54,21.99,10.17,32.78,15.16
218,8.15,1000,120,7.61,500,60,6.61,250,12,9.63,1000,36,8.63,500,12,6.63,250,3,13.84,6.42,3425.17,1587.96,956.89,443.63,4.2965,53.76,24.92,,,63.63,29.5,13.21,6.13,8.63,4,10.05,4.66,11.25,5.22,9.08,4.21,,,13.48,6.25,,,6.29,2.92,13.23,6.14,11.5,5.33,12.94,6,30.73,14.25,33.43,15.5,172.43,79.94,19.41,9,,,8.16,3.78,,,,,43.6,20.21,11.86,5.5,22.92,10.63,0,0,55.27,25.63,,,17.76,8.23,20.42,9.47,54.46,25.25,,,61.2,28.38,28.71,13.31,0,0,,,4.43,2.05,47.6,22.07,22.77,10.56,31.95,14.81
219,8.57,1000,120,8.04,500,60,6.76,250,12,9.92,1000,36,8.92,500,12,6.92,250,3,14.01,6.54,3323.56,1550.11,968.31,451.62,4.2588,49.91,23.28,,,67.27,31.38,12.86,6,8.84,4.13,9.75,4.55,10.55,4.92,9.2,4.29,,,13.04,6.08,,,5.61,2.62,12.03,5.61,11.17,5.21,11.79,5.5,28.28,13.19,32.97,15.38,169.89,79.24,19.56,9.13,,,7.17,3.34,,,,,41.35,19.29,10.65,4.97,22.45,10.47,0,0,53.39,24.9,,,15.19,7.08,19.5,9.09,60.57,28.25,,,57.62,26.88,31.56,14.72,0,0,,,4.3,2.01,43.35,20.22,22.16,10.33,30.62,14.28
220,8.87,1000,120,8.33,500,60,7.14,250,12,10.24,1000,36,9.24,500,12,7.24,250,3,14.9,6.97,3343.79,1563.54,964.81,451.14,3.927,50.6,23.66,,,67.23,31.44,13.3,6.22,9.62,4.5,10.86,5.08,10.44,4.88,10.6,4.96,,,12.83,6,,,5.57,2.6,11.54,5.4,10.66,4.99,15.1,7.06,30.95,14.47,33.28,15.56,185.95,86.95,16.04,7.5,,,7.17,3.35,,,,,40.89,19.12,11.09,5.19,24.06,11.25,0,0,45.04,21.06,,,16.94,7.92,18.98,8.88,65.23,30.5,,,57.21,26.75,33.22,15.53,0,0,,,4.18,1.95,45.61,21.33,22.93,10.72,31.88,14.91
221,9.03,1000,120,8.57,500,60,7.58,250,12,10.51,1000,36,9.51,500,12,7.51,250,3,17.07,8.02,3385.23,1589.65,960.17,450.88,3.79,47.93,22.51,,,67.35,31.63,12.64,5.94,9.98,4.69,10.34,4.85,10.42,4.89,12.16,5.71,,,12.6,5.92,,,5.59,2.62,11.03,5.18,11,5.17,15.97,7.5,30.66,14.4,32.87,15.44,185.17,86.95,17.83,8.38,,,7.45,3.5,,,,,42.23,19.83,11.51,5.41,23.69,11.13,0,0,42.86,20.13,,,16.8,7.89,20.43,9.59,62.82,29.5,,,60.43,28.38,31.34,14.72,0,0,,,3.79,1.78,44.89,21.08,26.03,12.22,32.87,15.44
222,8.77,1000,120,8.38,500,60,7.49,250,12,10.94,1000,36,9.94,500,12,7.94,250,3,21.03,9.91,3445.84,1624.97,927.87,437.56,3.8199,51.22,24.15,,,68.65,32.38,15.37,7.25,10.74,5.06,9.52,4.49,10.11,4.77,13.61,6.42,,,12.02,5.67,,,5.32,2.51,10.72,5.06,11.02,5.19,17.49,8.25,34.53,16.28,32.47,15.31,173.98,82.04,16.96,8,,,7.8,3.68,,,,,42.28,19.94,12.99,6.13,23.92,11.28,10.07,4.75,47.3,22.31,,,16.87,7.95,20.68,9.75,72.1,34,,,60.97,28.75,27.57,13,0,0,,,3.74,1.77,50.45,23.79,27.69,13.06,35.25,16.63
